id,title,artist,album,duration,release_date,label,link,lyrics_author,music_author,created_at,genre_1,genre_2,genre_3,genre_4,genre_5,parent_link,source_type,yandex_id,album_processed,chart_position,music_author_canonical,lyrics_author_canonical,author_check_status
10362,"INDIAN🔞 ",SQWOZ BAB,WOMANIZER,02:54,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148012027,Мингазов Марат Фирдусович,Савватин Александр Александрович,2026-04-16 07:40:45.419522+00,rusrap,,,,,,yandex_chart,,true,76,,,pending
10363,Поезда,"Женя Трофимов, Комната культуры",Поезда,02:59,27.11.2023 (2023),-,https://music.yandex.ru/album/28256864/track/119362724,Трофимов Евгений Игоревич,Трофимов Евгений Игоревич,2026-04-16 07:40:45.52557+00,rusrock,,,,,,yandex_chart,,true,49,,,pending
10364,"Как к себе домой (La La La La)🔞 ",MOT,Как к себе домой (La La La La),02:41,15.04.2019 (2019),Black Star,https://music.yandex.ru/album/7278092/track/51942954,Мельников Матвей Александрович,Роман Иванович Коваленко,2026-04-16 07:40:45.642956+00,ruspop,,,,,,yandex_chart,,true,77,,,pending
10366,"Rich me🔞 ",ICEGERGERT,Глаз Бога,02:03,12.02.2026 (2026),GAZ,https://music.yandex.ru/album/40626387/track/148137775,Георгий Гергерт,"Городилов Иван Алексеевич, Царан Дмитрий Алексеевич",2026-04-16 07:40:45.863116+00,rusrap,,,,,,yandex_chart,,true,90,,,pending
10367,"I Got Love🔞 ","Miyagi & Эндшпиль, Рем Дигга",I Got Love,04:36,08.09.2016 (2016),Hajime,https://music.yandex.ru/album/20559909/track/35505245,"А. Кудзаев, С. Бурнацев, р. воронин",Бейсеков Арслан Асланович,2026-04-16 07:40:45.997623+00,rusrap,,,,,,yandex_chart,,true,48,,,pending
10368,Кукла колдуна,Король и Шут,Акустический альбом,03:23,29.12.2023 (1999),Первое музыкальное,https://music.yandex.ru/album/7019257/track/50685843,А. Князев,А. Князев,2026-04-16 07:40:46.097948+00,punk,,,,,,yandex_chart,,true,45,,,pending
10369,Валькирия,BEARWOLF,Валькирия,02:43,19.09.2024 (2024),"PARAD MUSIC, S&P Digital",https://music.yandex.ru/album/33316948/track/131203162,Василевская Валерия Алексеевна,Рычагов Георгий Михайлович,2026-04-16 07:40:46.224895+00,ruspop,,,,,,yandex_chart,,true,40,,,pending
10370,Асфальт,"Jakone, Kiliana",Асфальт,02:50,20.06.2024 (2024),Golden Sound,https://music.yandex.ru/album/31782894/track/127360984,Байталов Арам,Байталов Арам,2026-04-16 07:40:46.345856+00,rusrap,,,,,,yandex_chart,,true,50,,,pending
10371,WOMANIZER,SQWOZ BAB,WOMANIZER,02:32,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910854,Мингазов Марат Фирдусович,Савватин Александр Александрович,2026-04-16 07:40:46.455327+00,rusrap,,,,,,yandex_chart,,true,88,,,pending
10372,"Ворона🔞 ","Кэнни, МС Дымка",Ворона,02:42,23.11.2025 (2025),Rangersoul Label,https://music.yandex.ru/album/39351950/track/145463274,Мария Иванова,Мария Иванова,2026-04-16 07:40:46.549381+00,electronics,,,,,,yandex_chart,,true,84,,,pending
10373,Ртуть,Ваня Дмитриенко,Ртуть,03:10,19.03.2026 (2026),Zion Music,https://music.yandex.ru/album/41028250/track/148993049,Дмитриенко Иван Викторович,"Зайцев Максим Игоревич, Дмитриенко Иван Викторович, Ким Вадим Эдуардович, Власов Денис Витальевич, Ветров Матвей Дмитриевич",2026-04-16 07:40:46.650565+00,ruspop,,,,,,yandex_chart,,true,97,,,pending
10374,Вторая весна (OST «Ландыши. Такая нежная любовь»),"Женя Трофимов, NANSI & SIDOROV",Вторая весна (OST «Ландыши. Такая нежная любовь»),03:30,02.12.2024 (2024),"Lotus Music, «Таврида.АРТ»",https://music.yandex.ru/album/34187822/track/133369215,Трофимов Евгений Игоревич,Трофимов Евгений Игоревич,2026-04-16 07:40:46.748195+00,rusrock,,,,,,yandex_chart,,true,83,,,pending
10375,Будь моей,JAMAN T,Будь моей,01:41,19.03.2026 (2026),Jah Creatives,https://music.yandex.ru/album/41166211/track/149295416,"Тамерлан Сатыбалдиев, Таир Сахиев","Дмитрий Фадеев, Рустам Джанбакиев",2026-04-16 07:40:46.856256+00,rusrap,,,,,,yandex_chart,,true,81,,,pending
10376,"Хватит, довольно",Света,"Вернись, моя любовь",03:39,30.06.2002 (2002),Koala Music,https://music.yandex.ru/album/13320085/track/38133956,Светлана Александровна Колтунова,Светлана Александровна Колтунова,2026-04-16 07:40:46.96028+00,ruspop,,,,,,yandex_chart,,true,52,,,pending
10377,"ПУСТОЙ ВОКЗАЛ🔞 ",MORGENSHTERN,ALISHER,02:50,13.02.2025 (2025),ALISHER,https://music.yandex.ru/album/35411305/track/136144548,Моргенштерн Алишер Тагирович,"Артур Садыков, Андрей Александрович Катиков, Моргенштерн Алишер Тагирович, Сергей Анатольевич Андросов, Дмитрий Юрьевич Макеев, Павел Викторович Шкилев",2026-04-16 07:40:47.062097+00,rusrap,,,,,,yandex_chart,,true,90,,,pending
10378,"Само собой🔞 ","Jakone, YASMI",Purosangue,02:31,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101312,"Байталов Арам Григорьевич, Хохлов Денис Олегович","Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 07:40:47.165016+00,rusrap,,,,,,yandex_chart,,true,46,,,pending
10380,"Народ задыхался от боли🔞 ",KAMILL’FO,Народ задыхался от боли,02:32,19.03.2026 (2026),NVN,https://music.yandex.ru/album/41126090/track/149207516,Кусова Камилла Заурбековна,Зейналов Анар,2026-04-16 07:40:47.387681+00,pop,,,,,,yandex_chart,,true,100,,,pending
10381,MATADORA,DJ Asul,MATADORA,01:28,18.09.2025 (2025),А+ under exclusive license from Intertone,https://music.yandex.ru/album/38720854/track/144156103,JOSÉ MURCIANO,JOSÉ MURCIANO,2026-04-16 07:40:47.489457+00,electronics,,,,,,yandex_chart,,true,61,,,pending
10382,Прощание,"Три дня дождя, MONA",melancholia,03:56,19.10.2023 (2023),"Under exclusive license to Make It Music, ℗ 2023 IZBA",https://music.yandex.ru/album/27856013/track/118465150,"Глеб Остапович Викторов, Дарья Андреевна Кустовская","Сергей Юрьевич Шабанов, Глеб Остапович Викторов, Кирилл Андреевич Ермаков, Дарья Андреевна Кустовская",2026-04-16 07:40:47.593676+00,ruspop,,,,,,yandex_chart,,true,100,,,pending
10383,Самолеты,Женя Трофимов,что бы она пела,02:53,09.10.2022 (2022),Lotus Musiс,https://music.yandex.ru/album/23771791/track/108028599,"Женя Трофимов, Трофимов Евгений Игоревич","Женя Трофимов, Трофимов Евгений Игоревич",2026-04-16 07:40:47.707685+00,rusrock,,,,,,yandex_chart,,true,70,,,pending
10384,Иордан,MONA,Дневник памяти,02:05,07.11.2024 (2024),VK Records,https://music.yandex.ru/album/33934602/track/132548260,Кустовская Дарья Андреевна,"Кустовская Дарья Андреевна, Мещеряков Александр Вячеславович",2026-04-16 07:40:47.812439+00,ruspop,,,,,,yandex_chart,,true,69,,,pending
10385,Лесник,Король и Шут,"Будь как дома, Путник...",03:11,31.12.1996 (1997),Первое музыкальное,https://music.yandex.ru/album/7018993/track/50684233,А. Князев,М. Горшенев,2026-04-16 07:40:47.936503+00,punk,,,,,,yandex_chart,,true,55,,,pending
10386,Ла ла лэй,9 грамм,Танцы на звёздах,02:54,29.06.2023 (2023),Bustazz,https://music.yandex.ru/album/26426280/track/115077623,Миразяанц Аветис,"Мирзаянц Аветис, Алексей Сомали",2026-04-16 07:40:48.030813+00,rusrap,,,,,,yandex_chart,,true,95,,,pending
10387,"Прайм🔞 ",Джарахов,Прайм,02:10,26.02.2026 (2026),Джарахов,https://music.yandex.ru/album/40735063/track/148377312,Джарахов Эльдар Казанфарович,Прокопьев Владислав Андреевич,2026-04-16 07:40:48.14216+00,rusrap,,,,,,,,true,,,,pending
10388,Внутренний голос,Jeny Vesna,Внутренний голос,04:11,29.10.2025 (2025),Zion Music,https://music.yandex.ru/album/38978867/track/145449133,Evgeniya Grushanov,Evgeniya Grushanov,2026-04-16 07:40:48.279561+00,ruspop,,,,,,yandex_chart,,true,96,,,pending
10389,Не держу обид,Саша Погорельцев,Не держу обид,03:05,31.01.2026 (2026),MyLabel FZ,https://music.yandex.ru/album/40399850/track/147619474,Вячеслав Грицай,Вячеслав Грицай,2026-04-16 07:40:48.414001+00,shanson,,,,,,yandex_chart,,true,85,,,pending
10390,Шутка,"Akmal', Григорий Лепс",Шутка,03:22,09.02.2026 (2026),КРЫША,https://music.yandex.ru/album/40633748/track/148154413,Ходжаниязов Акмал Абдулхалитович,Ходжаниязов Акмал Абдулхалитович,2026-04-16 07:40:48.515902+00,ruspop,,,,,,yandex_chart,,true,98,,,pending
10391,"так по***🔞 ",madk1d,sexyswag,01:48,20.03.2025 (2025),Copper Pipes,https://music.yandex.ru/album/35861245/track/137300017,Серков Марк Робертович,"Серков Марк Робертович, Холопов Константин Евгеньевич, Николоз Боровский",2026-04-16 07:40:48.628147+00,rusrap,,,,,,yandex_chart,,true,91,,,pending
10392,Одному,Альберт Назранов,Одному,02:13,07.04.2026 (2026),zvukm,https://music.yandex.ru/album/41446158/track/149951295,Альберт Назранов,Альберт Назранов,2026-04-16 07:40:48.744992+00,ruspop,,,,,,yandex_chart,,true,69,,,pending
10393,Дельфины,Луна,Транс,04:05,03.10.2019 (2019),Luna Prod,https://music.yandex.ru/album/8828644/track/55566222,"кристина волощук, Кристина Луна, Александр Волощук",Кристина Луна,2026-04-16 07:40:48.846766+00,pop,,,,,,yandex_chart,,true,78,,,pending
10394,Привет,"Женя Трофимов, Комната культуры",Привет,03:36,31.10.2024 (2024),-,https://music.yandex.ru/album/33836431/track/132482941,Евгений Игоревич Трофимов,Евгений Игоревич Трофимов,2026-04-16 07:40:48.939761+00,rusrock,,,,,,yandex_chart,,true,76,,,pending
10395,Я твой номер один,Дима Билан,Против правил,03:09,09.06.2008 (2008),Дима Билан,https://music.yandex.ru/album/3501250/track/29146052,"Лара Д' Элиа, Лара д'Элия","Билан Д.Н., Washington James, Дима Билан, James Washington",2026-04-16 07:40:49.057448+00,ruspop,,,,,,yandex_chart,,true,59,,,pending
10397,Одного,Татьяна Куртукова,У истока,03:12,07.11.2024 (2024),Gamma Music,https://music.yandex.ru/album/33866043/track/130739934,Андреев Петр Александрович,Андреев Петр Александрович,2026-04-16 07:40:49.265147+00,ruspop,,,,,,yandex_chart,,true,65,,,pending
10398,Танцпол везде,Анна Немченко,Танцпол везде,02:34,09.10.2025 (2025),СЛЫШНО,https://music.yandex.ru/album/38434078/track/143445499,"Ивонин Станислав Александрович, Петрова Валерия Алексеевна, Контаев Александр Русланович","Тамамян Арутюн Артакович, Залялиев Даниил Маратович, Хосровян Богдан Артурович",2026-04-16 07:40:49.401677+00,ruspop,,,,,,yandex_chart,,true,63,,,pending
10399,"Полукровка🔞 ",ICEGERGERT,Глаз Бога,02:22,12.02.2026 (2026),GAZ,https://music.yandex.ru/album/40626387/track/148137774,Гергерт Георгий Евгеньевич,Чекчеев Андрей Игоревич,2026-04-16 07:40:49.508431+00,rusrap,,,,,,,,true,,,,pending
10400,"DRUNK🔞 ","Big Baby Tape, BUSHIDO ZHO, Scally Milano",MIXTAPE,02:42,19.03.2026 (2026),Benzo,https://music.yandex.ru/album/41209535/track/149395572,"Ракитин Егор Олегович, Маскуров Жоас Львович, Дмитриев Даниил Владиславович",Ракитин Егор Олегович,2026-04-16 07:40:49.624563+00,rusrap,,,,,,,,true,,,,pending
10401,С неба,"ELMAN, TRIDA",С неба,03:09,24.04.2025 (2025),VK Records,https://music.yandex.ru/album/36350005/track/138504764,"Зейналов Эльман Эльман Оглы, Мещерякова Татьяна Игоревна","Зейналов Эльман Эльман Оглы, Мещеряков Александр Вячеславович, Мещерякова Татьяна Игоревна",2026-04-16 07:40:49.730096+00,ruspop,,,,,,yandex_chart,,true,87,,,pending
10402,Дружить в губы,Клава Кока,Как я люблю тебя,02:24,02.04.2026 (2026),Клава Кока,https://music.yandex.ru/album/41436455/track/149929433,"Клавдия Вадимовна Высокова, Абдурафиев Тимур Таирович","Клавдия Вадимовна Высокова, Ткачев Артем Сергеевич",2026-04-16 07:40:49.828069+00,ruspop,,,,,,,,true,,,,pending
10403,"Цветок🔞 ",MORGENSHTERN,Цветок,02:35,05.03.2026 (2026),ALISHER,https://music.yandex.ru/album/40958438/track/148855241,Алишер Моргенштерн,"Катиков Андрей Александрович, Алишер Моргенштерн",2026-04-16 07:40:49.936337+00,rusrap,,,,,,,,true,,,,pending
10404,"мовалола🔞 ",YASMI,мовалола,02:03,05.02.2026 (2026),Players Club Studio,https://music.yandex.ru/album/40491678/track/147820931,Хохлов Денис Олегович,Хохлов Денис Олегович,2026-04-16 07:40:50.060573+00,rusrap,,,,,,,,true,,,,pending
10405,"Шиншиллы🔞 ",ЛСП,Судный день,02:29,27.11.2025 (2025),Lotus Music,https://music.yandex.ru/album/39362975/track/145486968,"Савченко Олег Вадимович, Рыжков Артем Дмитриевич","Бизюков Никита Александрович, Шевчук Павел Сергеевич",2026-04-16 07:40:50.169832+00,rusrap,,,,,,,,true,,,,pending
10406,Мать императрица,ICEGERGERT,Глаз Бога,01:50,12.02.2026 (2026),GAZ,https://music.yandex.ru/album/40626387/track/148137777,Георгий Гергерт,"Андриенко Дмитрий Константинович, Ревинский Игнатий Валерьевич",2026-04-16 07:40:50.279334+00,rusrap,,,,,,yandex_chart,,true,19,,,pending
10407,Советский Союз,Керсари,90,04:04,05.03.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/40780459/track/144085725,Погудин Андрей Геннадьевич,Погудин Андрей Геннадьевич,2026-04-16 07:40:50.390343+00,rap,,,,,,yandex_chart,,true,94,,,pending
10408,"Больше, чем ближе",NAVAI,"Больше, чем ближе",03:36,12.02.2026 (2026),Lotus Music,https://music.yandex.ru/album/40614119/track/148108224,Бакиров Навайи Бахман Оглы,"Бакиров Навайи Бахман Оглы, Шманатов Мирон Владимирович, Хусаинов Давид Галимдзянович",2026-04-16 07:40:50.504428+00,ruspop,,,,,,,,true,,,,pending
10409,"Ты ли?🔞 ",Edvan,Ты ли?,02:51,26.03.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41284078/track/149559749,Эдгар Оганесян,Gilles Carvalho,2026-04-16 07:40:50.605814+00,rusrap,,,,,,yandex_chart,,true,87,,,pending
10410,Rolling Stoner,Thomas Mraz,May 13,03:03,20.09.2017 (2016),hangov3r,https://music.yandex.ru/album/4735158/track/37388826,"Almas Gataullin, Алмас Алмасович Гатауллин, Товмасян Артур Масисович","Almas Gataullin, Алмас Алмасович Гатауллин, Товмасян Артур Масисович",2026-04-16 07:40:50.715237+00,rusrap,,,,,,,,true,,,,pending
10412,Mafia Style,TRAP MAFIA HOUSE,Mafia Style,02:37,22.11.2025 (2025),O.S 22,https://music.yandex.ru/album/40337590/track/147480267,Oleh Strashivkyy,Oleh Strashivkyy,2026-04-16 07:40:50.910535+00,electronics,,,,,,,,true,,,,pending
10413,Just the Way You Are,Milky,Star 2008,03:30,24.11.2008 (2008),Motivo,https://music.yandex.ru/album/18838516/track/33880139,"P. McCartney, L. McCartney, G. Trivellato, G. Sacchetto, R. Förster, G. Mclennan","P. McCartney, L. McCartney, G. Trivellato, G. Sacchetto, R. Förster, G. Mclennan",2026-04-16 07:40:51.015868+00,pop,,,,,,yandex_chart,,true,53,,,pending
10414,Вот уж вечер. Роса ft. С. Есенин,10AGE,Вот уж вечер. Роса ft. С. Есенин,03:55,06.11.2025 (2025),VK Records,https://music.yandex.ru/album/38953935/track/144651672,"Есенин Сергей Александрович, Панов Дмитрий Александрович","Панов Дмитрий Александрович, Свинтицкий Владислав Станиславович",2026-04-16 07:40:51.118264+00,rusrap,,,,,,,,true,,,,pending
22052,"MEN STRESSED🔞 ",J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:23,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834774,Денисов Никита,Денисов Никита,2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22053,"ВЗЯТЬ СВОЕ ЗОЛОТО🔞 ",J. ROUH,РУССКАЯ БРАЗИЛИЯ,01:42,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834775,Денисов Никита,Денисов Никита,2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22054,СПАСИБО НА ЭТОМ,J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:45,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/147649211,"Денисов Никита, Ягодин Олег Валерьевич","Денисов Никита, Федор Герасимов",2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22055,ЗВУЧИТ КАК ТОСТ,J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:17,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834776,"Денисов Никита, Ягодин Олег Валерьевич","Денисов Никита, Безбородов Иван",2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22056,"РУССКАЯ БРАЗИЛИЯ🔞 ",J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:18,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834777,Денисов Никита,"Денисов Никита, Федор Герасимов",2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22057,"BRAND NEW🔞 ","J. ROUH, EFREM",РУССКАЯ БРАЗИЛИЯ,01:56,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834778,"Денисов Никита, Ефрем Васильчук","Семен Паньков, Денисов Никита, Ким Вадим, Ефрем Васильчук",2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22058,РУГАЙ,J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:30,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834779,"Денисов Никита, Свинцов Арсений, Ягодин Олег Валерьевич","Денисов Никита, Пономаренко Владислав, Безбородов Иван",2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22059,БУДЬ СКРОМНЫМ ИЛИ НЕТ,J. ROUH,РУССКАЯ БРАЗИЛИЯ,01:57,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834780,Денисов Никита,Денисов Никита,2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22060,"ДУРАК АКТИВИТИ🔞 ",J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:36,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149019014,Денисов Никита,Денисов Никита,2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22061,RUSI BRAZIL,J. ROUH,РУССКАЯ БРАЗИЛИЯ,02:13,09.04.2026 (2026),FRWRD,https://music.yandex.ru/album/41393801/track/149834781,"Денисов Никита, Ягодин Олег Валерьевич","Денисов Никита, Филипп Эйдинов",2026-04-16 09:23:03.140078+00,rusrap,,,,,,,,true,,,,pending
22671,"Alfa🔞 ",Jakone,Purosangue,01:26,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101300,Байталов Арам Григорьевич,"Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:26.883759+00,rusrap,,,,,,,,true,,,,pending
22673,"Бакара🔞 ",Jakone,Purosangue,02:16,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101301,Байталов Арам Григорьевич,"Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:27.002832+00,rusrap,,,,,,,,true,,,,pending
22677,"ЛЦУ🔞 ",Jakone,Purosangue,01:41,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101308,Байталов Арам Григорьевич,"Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:27.24066+00,rusrap,,,,,,,,true,,,,pending
22679,"Самуэль Кольт🔞 ",Jakone,Purosangue,02:23,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101310,Байталов Арам Григорьевич,"Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:27.339326+00,rusrap,,,,,,,,true,,,,pending
22683,"Набери🔞 ","Jakone, Step",Purosangue,02:15,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101318,"Байталов Арам Григорьевич, Глотов Степан Сергеевич","Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:27.568092+00,rusrap,,,,,,,,true,,,,pending
22685,"АКА🔞 ","Jakone, Тайлунг",Purosangue,01:44,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101320,"Байталов Арам Григорьевич, Байталов Давид Григорьевич","Байталов Арам Григорьевич, Поляков Алексей Юрьевич, Байталов Давид Григорьевич",2026-04-16 09:37:27.676436+00,rusrap,,,,,,,,true,,,,pending
22687,"50 на 50🔞 ",Jakone,Purosangue,02:02,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101322,Байталов Арам Григорьевич,"Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:27.789614+00,rusrap,,,,,,,,true,,,,pending
22689,"Пустой трамвай🔞 ","Jakone, Kiliana",Purosangue,02:13,09.04.2026 (2026),Golden Sound,https://music.yandex.ru/album/41511487/track/150101323,Байталов Арам Григорьевич,"Байталов Арам Григорьевич, Поляков Алексей Юрьевич",2026-04-16 09:37:27.923183+00,rusrap,,,,,,,,true,,,,pending
23096,Интро,Whole Lotta Swag,First Day In Therapy,00:50,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972235,Whole Lotta Swag,Whole Lotta Swag,2026-04-16 09:39:17.354707+00,rusrap,,,,,,,,true,,,,pending
23098,"Первый день в терапии🔞 ",Whole Lotta Swag,First Day In Therapy,02:17,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972237,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:17.454222+00,rusrap,,,,,,,,true,,,,pending
23100,"Хороший знак🔞 ",Whole Lotta Swag,First Day In Therapy,02:24,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972240,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:17.580855+00,rusrap,,,,,,,,true,,,,pending
23103,"Обнял, поцеловал🔞 ",Whole Lotta Swag,First Day In Therapy,02:38,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972244,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:17.799676+00,rusrap,,,,,,yandex_chart,,true,41,,,pending
23104,"ЗМ🔞 ",Whole Lotta Swag,First Day In Therapy,02:08,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972249,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:17.905846+00,rusrap,,,,,,,,true,,,,pending
23107,"Дорогая митка🔞 ",Whole Lotta Swag,First Day In Therapy,02:43,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972251,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:18.020555+00,rusrap,,,,,,,,true,,,,pending
23109,"Каталог🔞 ","Whole Lotta Swag, VERi RERi",First Day In Therapy,02:44,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972256,"Whole Lotta Swag, Архипов Арсений Андреевич","Whole Lotta Swag, IWNS",2026-04-16 09:39:18.130405+00,rusrap,,,,,,,,true,,,,pending
23111,"Всё из-за татух🔞 ",Whole Lotta Swag,First Day In Therapy,02:22,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972262,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:18.235903+00,rusrap,,,,,,,,true,,,,pending
23113,"BIG BR🔞 ",Whole Lotta Swag,First Day In Therapy,02:33,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972266,Whole Lotta Swag,"Whole Lotta Swag, IWNS",2026-04-16 09:39:18.366444+00,rusrap,,,,,,,,true,,,,pending
23114,"Хэмильтон🔞 ","Whole Lotta Swag, GATASKI",First Day In Therapy,02:55,09.04.2026 (2026),Frisson,https://music.yandex.ru/album/41455532/track/149972271,"Whole Lotta Swag, Боблак Никита Игоревич","Whole Lotta Swag, IWNS",2026-04-16 09:39:18.461651+00,rusrap,,,,,,,,true,,,,pending
23295,"ADVOCATE🔞 ",Pepel Nahudi,43:19,01:38,09.04.2026 (2026),VHQ,https://music.yandex.ru/album/41530614/track/150145123,Артемьев Дмитрий Олегович,Быченков Данила Дмитриевич,2026-04-16 09:41:08.523095+00,rusrap,,,,,,,,true,,,,pending
23296,"GOSSIP🔞 ",Pepel Nahudi,43:19,01:48,09.04.2026 (2026),VHQ,https://music.yandex.ru/album/41530614/track/150145125,Артемьев Дмитрий Олегович,Барсков Даниил Дмитриевич,2026-04-16 09:41:08.630554+00,rusrap,,,,,,,,true,,,,pending
23297,"AKINATOR🔞 ",Pepel Nahudi,43:19,01:34,09.04.2026 (2026),VHQ,https://music.yandex.ru/album/41530614/track/150145127,Артемьев Дмитрий Олегович,"Вадлен Вадимович Тамошевский, Верещагин Владислав Валерьевич, Качаев Данил Евгеньевич",2026-04-16 09:41:08.731799+00,rusrap,,,,,,,,true,,,,pending
23298,"BLAME BANK🔞 ",Pepel Nahudi,43:19,01:32,09.04.2026 (2026),VHQ,https://music.yandex.ru/album/41530614/track/150145129,Артемьев Дмитрий Олегович,"Давыдов Андрей Викторович, Святослав Владимирович Джиоев",2026-04-16 09:41:08.854121+00,rusrap,,,,,,,,true,,,,pending
23299,"BYE BAE!🔞 ",Pepel Nahudi,43:19,01:48,09.04.2026 (2026),VHQ,https://music.yandex.ru/album/41530614/track/150145131,Артемьев Дмитрий Олегович,"Быченков Данила Дмитриевич, Саврацкий Николай Александрович",2026-04-16 09:41:08.967529+00,rusrap,,,,,,,,true,,,,pending
23300,"никто нам не поможет🔞 ",Pepel Nahudi,43:19,01:47,09.04.2026 (2026),VHQ,https://music.yandex.ru/album/41530614/track/150145133,Артемьев Дмитрий Олегович,"Горячев Александр Николаевич, Шаронов Денис Александрович, Богдан Сергеевич Паустовойт",2026-04-16 09:41:09.119477+00,rusrap,,,,,,,,true,,,,pending
23920,"В городе лето (Uma2rman ""Звёзды считают нас"")",Zivert,"Uma2rman «Звёзды считают нас», часть II",02:51,02.04.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/149723863,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.037511+00,ruspop,,,,,,,,true,,,,pending
23921,"Проститься  [Uma2rman ""Звёзды считают нас""]","Uma2rman, Wiwo","Uma2rman «Звёзды считают нас», часть II",05:24,02.04.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/149723864,"Wiwo, Кристовский Владимир",Кристовский Владимир,2026-04-16 09:45:31.158929+00,rusrock,,,,,,,,true,,,,pending
23922,"Поговори со мной (Uma2rman ""Звёзды считают нас"")",Садковская,"Uma2rman «Звёзды считают нас», часть II",03:16,02.04.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/149723865,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.30207+00,ruspop,,,,,,,,true,,,,pending
